username,komentar,sentimen,Waktu,,,
stafnidm_saprina,"Sekarang org sdh nggk merhatiin lagi tuh covid"" , banyak juga yg udah nggk percaya, masuk rumah sakit gara"" asam lambung , tau"" nya udah di swab dibilang positif , entah apa yg diinginkan rumah sakit di indo ini, apakah ingin mengambil keuntungan dengan memanfaatkan keadaan atau apa , tetangga saya aja baru masuk rumah sakit 2 hari trus meniggal gara"" penyakit jantung, tau"" nya dibilang covid tapi jenazahnya disuruh bawa pulang aja",Negatif,11/02/21 05:58:20,,,
udin_belong,"Insllah bpk siap moga covid 19 cepat berlalu Aamiin"" ya robb",Positif,11/02/21 07:22:39,,,
antonyoei,"Swab antigen mahal. Tapi hasil swab antigen kurang diperiksa di pelabuhan. Saya seminggu lalu perjalanan pelabuhan merak (Banten), pelabuhan Bakauheni (Lampung), dan pelabuhan Tanjung api api (Palembang). Di pelabuhan merak, Bakauheni, tanjung api api kurang ketat pemeriksaan hasil swab antigen alias tidak semua di chek. Dan dikapal kebanyakan lepas masker, duduk berdekatan, atau ada jg kumpul. Kurang ketat protokol kesehatan di dalam kapal. Tolong di chek, dan di perketat aturan protokol kesehatan perjalanan melalui darat, laut, dan udara.",Negatif,11/02/21 19:39:31,,,
ronggolawe9036,"Udah saatnya kita mendisiplinkan diri,dan mendirikan disiplin demi kebaikan",Positif,12/02/21 00:18:34,,,
joentieq,@bpjskesehatan_ri  @bpjstku @bpjs.ketenagakerjaan  dirampok Dan Dimaling bukan dari zaman dulu ya..,Negatif,12/02/21 04:14:16,,,
chintyamell22,tolong hentikan pandemi ini pak.. kami sudah lelah.. kami butuh air untuk bernafas pak,Negatif,12/02/21 07:54:16,,,
nowosetyop,Rakyat miskin lebih butuh makan dri pada vaksin,Negatif,12/02/21 09:01:06,,,
gala.ng8959,"Lebih bermanfaat lagi pak! Bantuan sosial seperti beras,telor,minyak dan masih banyak lagi menurutku itu lebih baik dari faksin karna rakyat butuh nasi dan protein yg bergizi bukan hanya di vaksin.lebih utama bantuanya dulu",Negatif,12/02/21 12:25:50,,,
rositaarimbi10,Pak sehat selalu njih,Positif,12/02/21 12:33:59,,,
a_ly122,Divaksin juga tidak membuat dia balik sama saya pak:-(,Negatif,12/02/21 19:20:52,,,
darwish_oko,Semoga vaksin china..bapak mati negara aman..,Negatif,12/02/21 19:56:14,,,
coach_stevi,"Kalau lihat di daerah semuanya seakan normal pak, socdis, cuci tangan, masker, terlihat sangat longgar, control and monitoring jadi kunci pak",Positif,13/02/21 00:27:17,,,
handywilliamles,Setuju bapak,Positif,13/02/21 02:03:08,,,
fakhri7236,Koronaya ga hilang hilang,Negatif,13/02/21 05:59:47,,,
feri.k14,"Layanan umum dibuka, sarana pendidikan ditutup, hadeuh…",Negatif,13/02/21 18:12:07,,,
faisalirossoneri,Covid-19 cuma disekolah pak ya?,Negatif,14/02/21 01:05:03,,,
ida_ayuwahyuni,semangat pak jokowi Presidenku,Positif,03/03/21 01:12:34,,,
anyunuy,"Lapor pak klo masyarakat kya kita² d ksih vaksin yg kya ap,, harga 2jta ap hrga 20rbu",Negatif,03/03/21 01:23:00,,,
the_youngman_189,Semangat pak Jokowi,Positif,03/03/21 01:35:12,,,
siti3729fatimah,Pak Jokowi...bln Februari bansos uang tunai blm keluar....skrg sdh bln Maret...jd dobel donk pak hehehe,Negatif,03/03/21 01:41:46,,,
novi_soebroto,Semoga Indonesia bisa mengatasi pandemi ini ya Allah. Aaamiiin,Positif,03/03/21 01:49:07,,,
repan_prananda,Suntik selain di lengan bisa di bagian mana pak?,Positif,03/03/21 01:53:25,,,
deniwarni,Amin Sehat selalu pak,Positif,03/03/21 02:07:50,,,
analogic365,masker mulu pak,Negatif,03/03/21 02:24:41,,,
hanni_suparman,Sehat terus Pak Jokowi.Presiden kebanggaan Bangsa Indonesia,Positif,03/03/21 02:28:20,,,
awandanew_,semoga cepat usai pandemi covid-19 jujur sekolah dengan cara daring ini susah sekali saya dan teman2 saya entah paket data habis sinyal susah. Telat mengumpulkan tugas dimarahin apalagi kita juga mengurusi rumah sedih banget:(,Negatif,03/03/21 05:51:55,,,
hopelestari,"Klo abis di vaksin jangan mati dulu,, dah pasti positif kopet,,",Negatif,03/03/21 05:54:48,,,
m.roesliabubakar,"Terima kasih, bapak presiden",Positif,03/03/21 06:41:40,,,
muhamadakbarrasidi,omong kosong,Negatif,03/03/21 06:42:18,,,
olbataerich,"Masih kurang ada yg kurang. Sepertinya kita tidak boleh ngupil dan mengucak mata menggunakan tangan secara langsung. Karena itu bisa membuat Covid-19 makin menular, dimana belum tentu tangan yg kita gunakan untuk mengupil dan menghilangkan kotoran dari mata itu bebas dari Covid-19.",Negatif,03/03/21 07:08:18,,,
butet_zuryati,Mantap pak ...sehat selalu y pak...,Positif,03/03/21 08:01:02,,,
rikigenori,Ayo lur Boyolali kapan vaksin,Positif,03/03/21 08:11:14,,,
srisetiawati878,Semoga virus ini cepat pergi,Positif,03/03/21 09:32:39,,,
hennycchandayani,"Terima kasih p. Jokowi.., saya sbg nakes penyintas covid jg sdh vaksin 2x.",Positif,03/03/21 10:36:58,,,
agls_1,Apa bener? Katanya Bulan Juli 2021 Sudah mulai belajar Tatap muka? Mudah mudahan bisa,Positif,03/03/21 10:38:28,,,
raka_kun_yeager,Ga Mau Ah Entar Jadi Titan,Negatif,03/03/21 11:05:28,,,
maftuhalruzqi,"Ass tolong lihat nasib tenaga kesehatan yg bekerja di rumah sakit umum daerah Subang Jawa barat pa ,,,,insentip covid yg bln September Oktober November Desember THN 2020 blm cair pa ,,,,mohon penanganan unt pemerintah daerah Subang",Negatif,03/03/21 11:30:54,,,
rifky_ar.dz1,"Pak mohon maaf sebelumnya, sekolah negri di purwakarta kapan diizinkan dibukanya ya pak? kami bosen nih online dirumah mulu..",Negatif,03/03/21 11:58:38,,,
ranugh_girga,Semoga pandemi covid-19 secepatnya sirna,Positif,03/03/21 13:25:26,,,
lena_8394,Siap pak !,Positif,03/03/21 13:33:23,,,
iamhunng,Sudah 2 x daftar di dki.menkes. go.id tuk lansia 83 thn gak dapat jawaban,Negatif,03/03/21 13:57:19,,,
mukhlis120327,"Pak sepak bola Kok di batalkan lagi, kan sudah sepakat gak ada penonton nya",Negatif,03/03/21 15:10:37,,,
engkomistikomah,Dengan sabar menanti giliran,Positif,03/03/21 15:31:52,,,
spiderm4n_indonesia,Semangat,Positif,03/03/21 15:50:52,,,
yana11_mocen,pulihkan kembali ekonomi pa.jujur situasi nyari uang sekarang sangat keras.bukan saya malas.saya sudah sangat keras. saya takut semua terus seperti ini.monoton,Negatif,03/03/21 15:58:56,,,
dianlapandi,Klo udah kebal knpa harus tetep pake masker pa ?,Negatif,03/03/21 16:13:05,,,
yuliusalupan,Maju terus bpk. Kami rakyat membutuhkan kepemimpinan bpk.,Positif,03/03/21 16:32:22,,,
ianrocknroll, @jokowi udahin aja PPKM/PSBBnya..,Negatif,03/03/21 19:26:54,,,
emstendean,"TIDAK SEMUA RAKYAT WAJIB VAKSINASI, TANYAKAN PADA DEPKES SYARAT-SYARAT MENGENAI VACCINATED!!!",Negatif,03/03/21 19:37:55,,,
emstendean,"Itu menurut SAYA, AGAR TUJUAN VACCINATED SESUNGGUH NYA TERCAPAI. TAPI JIKA CUMA UNTUK DISUNTIK/DISAKITI ... TERSERAH PEMERINTAH YA, SAYA RAKYAT KETEPATAN SAYA DOKTER.",Negatif,03/03/21 19:42:13,,,
renald_s.a,"Saya tidak mau di vaksin , kami masyarakat punya hak untuk menolak maka jangan diwajibkan vaksin di indonesia , coba lihat lah negara"" australia yang sudah menuju merdeka tanpa masker , tanpa vaksin . Indonesia sampai kapan diperbudak seperti ini?",Negatif,03/03/21 23:07:14,,,
riniastuti278,Selamat pagi Pak .cuma tanya jadi kapan giliran kami( warga biasa)  dan apakah vaksinya graris? Kadang kita nggak tahu kapan jatah kita kerena kesibukan rutin harian,Negatif,04/03/21 01:01:13,,,
bbotakk,Penerbit vaksin (USA) aja tidak mewajibkan,Negatif,04/03/21 03:21:31,,,
gqinti,"kami butuh makan pak, bukan masker!!!!",Negatif,04/03/21 04:16:03,,,
dapoerabah_asli,"25/2/2021 DAPOER ABAH , BTM CICADAS MASIH TUTUP. Allhamdulilah sudah jutaan orang yg terpapar virus flu nya sudah sembuh dengan sendirinya, Allhamdilah kami tidak mati terkena virus flunya yg mencurigakan, tapi usaha kami dikorbankan, dimatikan oleh kebijakan PSBBnya yg tidak masuk akal. KAMi terdampak kebijakan PSBBnya yg memicu krisis ekonomi. Kenapa pemerintah tidak mendata usaha2 UMKM yg tutup gulung tikar? dan tanyakan mereka sudah mendapat stimulus apa belum ? Kami tidak, belum tersentuh stimulus sama sekali, Stimulus ratusan Trilyun Rupiah itu untuk siapa dan kemana ? Punten harus ada yg bisa dimintai pertanggung jawaban atas matinya jutaan UMKM, dan jutaan orang yg diPHK. Hidupkan kembali ekonomi dengan  menghidupkan usaha2 yg sudah dikorbankan, dan buka kembali  lapangan kerja terhadap jutaan orang yg kehilangan penghidupannya. Haturnuhun.",Negatif,25/02/21 16:12:36,,,
riyan_ovie,Untuk Para guru kapan pak?,Positif,26/02/21 02:55:25,,,
apungdarsono,Sehat sll pak,Positif,26/02/21 02:58:39,,,
yogirarala,Pakde @jokowi knp koruptor bisa dapet duluan di tahanan sedang masyarakat umum banyak yg blom dapat? Bukankah kalo koruptor merugikan jutaan rakyat ya? Mungkin aturannya bisa diperjelas dr Kemenkes?,Negatif,26/02/21 03:08:51,,,
ocean_shop123,Semoga pandemi ini cepat berakhir,Positif,26/02/21 03:30:48,,,
aries_.93,"maaf mau tanya.,setelah divaksin apakah masih wajib memakai masker saat keluar rumah..",Positif,26/02/21 04:02:57,,,
wayan.kres,Jangan sampai kedaluwarsa ada di vaksin ke rakyat gk ada,Negatif,26/02/21 04:04:47,,,
violaramadhani476,Semangat pak,Positif,26/02/21 04:17:33,,,
violaramadhani476,Sehat terus,Positif,26/02/21 04:17:43,,,
budifatih_379,Vaksinasinya Di tunggu pak utk rakyat kecil,Positif,26/02/21 04:51:53,,,
eninrusmini,Semangat selalu PAPRESKU dan semoga sehat walafiat semua rakyat Indonesia,Positif,26/02/21 05:33:59,,,
siscalaloan14,Kabupaten Bogor warganya trutama lansia blm ada yg divaksin?,Positif,26/02/21 06:33:07,,,
agn3702,Mantap Pak Presidenku,Positif,26/02/21 07:08:14,,,
susiadelia_18,"Pakde @jokowi kerumunan di NTT ko ga di posting sih gak lucu ah p de @jokowi mostingnya gitu aja, buat dong kerumunan geh",Negatif,26/02/21 07:11:21,,,
official_serpongfc,Klw di bidang jasa transportasi kapan yah... mereka jga berinteraksi dengan banyak orang pak... setiap hari selama jam operasional,Positif,26/02/21 07:14:08,,,
azah_spreihomemade,Alhamdulilah secepat nya covid segera menghilang kita akan segera berkumpul,Positif,26/02/21 07:18:56,,,
manda_amanda1,Pasti sakit ya??,Negatif,26/02/21 07:43:51,,,
liya_pangarepan,Rakyat belakangan..,Negatif,26/02/21 07:46:00,,,
qikikii,MAHASISWA Kapan dapat vaksin pak?????,Positif,26/02/21 07:52:04,,,
doomsday_easy,Pa untuk perusahaan swasta apabila ingin ikut serta vaksin mandiri. Apabila ada side effects dari vaksin itu sendiri siapa yang tanggung biaya perawatan nya dan biaya apabila meninggal?,Negatif,26/02/21 07:57:37,,,
gitta_uwu,"Yahhh, bagaimana dg nakes yg blm. Dapat jatah vaksin, Pak. Yg sehari2 kami ketemu virus",Negatif,26/02/21 08:35:34,,,
w.rusli,"Semoga pandemi segera berlalu dan wisatawan dapat masuk Indonesia lagi, terima kasih pak Presiden",Positif,26/02/21 09:17:49,,,
villafamilypangalengan,Mantap…..,Positif,26/02/21 10:08:55,,,
sachanrizen_,Sehat selalu Bapak,Positif,26/02/21 10:25:32,,,
kurniafera_,pabrikan juga harus dpt vaksin pak,Positif,26/02/21 10:44:06,,,
bathsyebah_angelline,Mantap,Positif,26/02/21 13:51:27,,,
bathsyebah_angelline,Bentar lagi para dosen pak biar masuk sekolah,Positif,26/02/21 13:51:46,,,
artakakost,Seniman jg dong pak,Positif,26/02/21 14:07:27,,,
se.vollenberg,Hebat program my presiden/ pemerintah.... Pa Presiden... gimana donk dgn WNI yg di LN... seandainya bisa di usahakan agar pemerintah Indonesia beri Vaksin buat rakyatnya yg di LN?? Bravo my Presiden,Positif,26/02/21 14:10:01,,,
boim_elni_nomaden,Akhirnyaaaaa,Positif,26/02/21 14:15:31,,,
umi_abisalmaniman_adv,"Maaf , mohon ijin bertanya ya Pak , Rakyat Biasa yang menengah tapi tidak punya KTP Dki Jakarta , atau yang merantau tinggal di Jakarta , itu kapan di vaksinnya ya Pak ? Dan gimana caranya ya Pak karena yang merantau tidak ada KTP Jakarta ?",Negatif,26/02/21 14:42:56,,,
ayrashirlyfadilah,"Vaksinya bisa di jadikan pil ngga, biar bsa di minum aja",Positif,26/02/21 14:53:43,,,
agung_setiawannnnnn,alah kopet,Negatif,26/02/21 22:23:11,,,
amd_olive2011,"Pak Jokowi.. kontraktor kapan ya Pak? Mereka aktif kerja di lapangan, kerjaan cukup berat dan beresiko, kl 1 mess ada yg kena bs tular-tularan dan jauh dr keluarga. Terima kasih Pak Jokowi, dekat dengan rakyat dan sehat selalu",Negatif,27/02/21 00:46:18,,,
wynswena,"Semoga apa yng bpk cita citakan  bisa terwujud, dan smga slalu ad dlm lindungan yg kuasa. Sy sbgai rkyat kecil hanya bisa mendoakan sj pak.",Positif,27/02/21 01:56:12,,,
c30242,"@jokowi Bagaimana yg bekerja di sekolh tp tidak masuk dapodik, kapan di vaksin?",Negatif,27/02/21 03:08:46,,,
aldiputraadinataa,terima kasih sudah mampir Bapak Presiden RI @jokowi,Positif,27/02/21 03:57:50,,,
majumakmurcilacap,Harapan kami sangat besar pa.. ekonomi semoga segera lancar...,Positif,27/02/21 04:05:31,,,
ariehartanto,Semoga segera ada program vaksin untuk para pembayar pajak ya Pak,Positif,27/02/21 04:27:13,,,
rudihartono8883,Lanjutkan,Positif,27/02/21 04:45:18,,,
renolf.pardede,"Pak jokowi apakah karyawan swasta yg dikantoran dan buruh pabrik serta pns kokk nggak menjadi prioritas vaksin, sedangkan mereka sangat rentan terkena covid krn mobilitas mereka",Negatif,27/02/21 05:40:33,,,
rika.wahyudi.102,"Sebagusnya habis ini beli vaksin kejujuran lagi pak, biar ngak ada pejabat pemerintah yg bohong dan korupsi lagi",Negatif,27/02/21 06:03:57,,,
fahr.izalfahrizal,"Perkenalkan nama Saya Muhammad Fahrizal Dari Smk bakti nusa bogor.menurut saya vaksin ini masyarakat membantu untuk mehilangkan pandemi ,walaupun sudah ada vaksin kita harus mematuhi porotokol kesahatan ,serprti 3M karena covid 19 belum hilang dari dunia",Positif,27/02/21 06:59:14,,,
asril2585,Aturan yang bermanfaat bagi anda tetapi tidak bagi kami,Negatif,27/02/21 07:59:09,,,
pkhkabmadiun,SDM PKH Kab Madiun hari ini juga telah menjalani vaksinasi pak presiden. Semoga tetap sehat semua Aamiin,Positif,27/02/21 08:40:31,,,
nurhayaniyeni30,Salam sehat,Positif,27/02/21 10:11:24,,,
andria_9678,"@jokowi Pak presiden yth.. Izinkan saya sebelumnya. Saya bener2 kecewa kenapa keluarga DPR bisa ikut divaksin, sedangkan keluarga nakes dilarang. Bahkan masih banyak nakes yg belum bisa divaksin, tapi vaksin pertama utk nakes sudah ditutup beberapa minggu lalu.",Negatif,27/02/21 12:04:50,,,
3rick4_novlin03,"Pak..vaksinasi kesemua masyarakatlah pak. Biar masyarakat juga merasa tenang meskipun bukan medis, guru dan wartawan.",Negatif,27/02/21 13:35:25,,,
shintadelani,"assalamualikum pak presiden , saya mau bertanya wacanany jika sudah vaksin lengkap jika ingin naik transportasi terutama udara sudah tidak perlu test swab. apakah sudah berlaku? terima kasih",Positif,27/02/21 14:14:02,,,
zedd1701,Setelah vaksin apa boleh ga pake masker ya?,Positif,27/02/21 14:25:48,,,
latief2144777,semoga bermanfaat untuk semuanya....,Positif,27/02/21 19:37:51,,,
emokarmo,"Assalamualaikum Bapak presiden yng terhormat,sy mohon Gim online di hapus pak presiden gim itu dari HP sangat mengganggu pelajaran pak,memang dri segi bisnis menguntungkan,tapi untuk mata pelajaran anak sy jadi menurun drastis pak,terus sering begadangan setiap malem pak presiden,bukan anak sy saja hampir semua anak"" jadi bodoh pak presiden bnyk yng mengeluh maaf BPK presiden semoga bisa di tutup Gim online dari hp pak sy minta tolong sama BPK presiden.trimksh atas perhatiannya pak presiden.",Negatif,28/02/21 00:58:49,,,
emokarmo,"Assalamualaikum pak presiden mohon maaf pak tolong di hapus Gim online dari hp pak ,pak presiden yng saya cintai bnyak orang tua yng mengeluh nilai sekolah nya anjlok,pak semoga BPK merespon komentar sy.",Negatif,28/02/21 01:03:36,,,
tahaparydonny,Luar Biasa!!! Pak Presiden,Positif,28/02/21 01:20:47,,,
winalhy,"Pak saya mau tanya sebenarnya Indonesia ini mau menekan angka Corona yang semakin melaju apa mau membuat ladang penghasilan buat para tikus"" Indonesia di wisma atlet contohnya banyak teman"" kami yg di positifin pdhl hasilnya negatif 1 hari trbg dg scpt itu kah trs d tawarin kalo ke hotel bs d negatifin apa ini namanya bukan pemerasan kita BKN orang"" yg banyak uang pak kita d sini mencari uang jauh dr klrga panas ujan ga kami rskan tp sesampainya di Indonesia di perlakukan sprti itu dikiranya kami ini ga punya perasaan apa gmna sih tolong lah pak tertibkan tikus"" yg berkeliaran di wisma atlet tolong dengarkan suara kami rakyat kecil pak",Negatif,28/02/21 09:45:20,,,
helda.983,Pak saya takut corona pak jokowi kapan saya bisa sekolah normal kembali pak saya jenuh di rumah cuma main game aja @isna_ainulhasanah,Negatif,28/02/21 12:18:50,,,
qu.billlllllll,"Saya Ainun dari SMK Bakti Nusa,izin berkomentar Kagum sekali dengan tindakan yang bapak lakukan,saya harap bapak tidak hanya memberi vaksin kepada wartawan saja,saya harap juga bapak perhatikan rakyat yang lain nya untuk segera divaksinasi pak,terima kasih",Positif,28/02/21 13:31:33,,,
seruyan7930,Semuga selalu berhasil,Positif,28/02/21 14:49:15,,,
mokooku,MENCERDASKAN KEHIDUPAN BANGSA adalah cita-cita bangsa Indonesia,Positif,01/03/21 09:37:34,,,
sadboyceliboythe,Saya gak mau divaksinasi jgn maksa kalo maksa pelanggaran HAM,Negatif,01/03/21 17:11:19,,,
haurakhansa_18,Hallo pak saya fans bpk,Positif,02/03/21 05:30:53,,,
sanusisanz,"Kapan merdeka Yg sebener nya kata nya udah merdeka kok merdeka kaya gini, rakyat makin susah aja bukan nya sejah tera",Negatif,03/03/21 00:36:55,,,
er_widya,"Sudah setahun ya pak, Alhamdullilah kita diberikan Nikmat sehat dan terus berjuang melayani dan merawat selama pandemi",Positif,14/02/21 05:17:00,,,
yunnipardede,"Katanya tingkat ksmbuhay 98%...Napa harus maksa wajib vaksin SI pak @jokowi ?lagian dsni bnyak yg kna...bahkan yg lansia....komplikasi...ga knpa2 pas dinyatakan positif n smbh..,lbih serem jg jgt tipes drpd korona...",Negatif,14/02/21 07:54:34,,,
habibah_silalahi,Bapak Presidenku Yang Mulia dan Cemerlang ga ada tandingan nya di dunia ini,Positif,14/02/21 15:03:53,,,
sultanyusuff_,"selamat atas anivnya covid yang ke 1 tahun pak, we love you",Positif,15/02/21 09:13:54,,,
hokageke_9,Pak vaksinnya boleh diganti pake obat sirup aja ga pak saya takut disuntik,Negatif,15/02/21 11:16:20,,,
ardiansyah_jbl,Taek sampah,Negatif,15/02/21 16:24:06,,,
sahdanmsahidins,Luar biasa... Sehat selalu kepemerintahan Bapak @jokowi,Positif,15/02/21 23:00:21,,,
agung_dedi.s,Di bodohi cina kok mau,Positif,16/02/21 13:14:10,,,
bacaketeranganprofilsy,"Ada 6 penyakit keluhan biasanya untuk karyawan,1.Kudis,Kurang DiSiplin! 2.Asma,Asal Mengisi Absen! 3.TBC,Tidak Bisa Computer! 4.Asam Urat,Asal Sampai Kantor Terus Uring - uringan atau tidur! 5.Ginjal,Gaji Ingin Naik Kerjanya Lamban! 6.Pucat,Pulang Cepat! Sekedar Tips Untuk Anda Yang Punya Karyawan",Negatif,19/02/21 06:38:26,,,
fikal07,Gak ada yang berani bacot kh,Negatif,19/02/21 12:22:09,,,
padangmeriah,Dah klengerr pak... Nunggu bantuan gk datang2... Bangkrut... bangkrut....,Negatif,20/02/21 12:46:19,,,
diki.syaputra_,"Mohon maaf pak,, katanya negara  Italy nekat membedah jenazah yang kena covid 19,dan ternyata itu bukan sebuah virus Melainkan Bakteri, dan bisa disembuhkan sperti Tablet anti boitik & dan anti radang,, bagaimana tanggapan bapak?? Dan solusinya apabila rakyat luas banyak yag mengetahui dan justru lebih kuat menolak untuk di vaksin,",Negatif,20/02/21 19:36:27,,,
diki.syaputra_,Apakah hoax berita itu pak?,Negatif,20/02/21 19:43:39,,,
catarina.lim,"Trima kasih Pak Jokowi, atas perhatiannya pd kita2 jg Lansia sangat diperhatikan malah kita Lansia mendapat giliran sekarang ini.",Positif,23/02/21 09:11:26,,,
aldiyano555,Ko gemeteran gitu? Artiny ap ya,Negatif,24/02/21 01:41:31,,,
ebbhy2,ketakutan yg di sebar2 dan dibuat2 gitu pak ngomongnya,Negatif,25/02/21 06:52:54,,,
mariayoolanda19,Sehat2 pakde,Positif,27/02/21 08:54:02,,,
edoss_squadartspedd,Orang sehat malah disuntik vaksin .gw mh tauu permainan elite global,Negatif,01/03/21 18:12:03,,,
is_smile23,Aku sayang kamu pak LOVe you,Positif,01/03/21 18:27:43,,,
zahranassegaf,Jangan vaksin aja yg di urusin investasi miras juga di urusin udh bala makin bala di negara,Negatif,01/03/21 19:49:08,,,
ammankyusuf,Pak..Pernah lihat gak  berita korban vaksin ?  Di indonesia dan luar negeri jg sudah banyak loh.  Cek faktanya di grub ?? @kesadaranmimpi @teluuur_,Negatif,01/03/21 19:49:14,,,
zalianhasrin,Pengangguran kapan pak ? Hehe,Negatif,01/03/21 20:06:48,,,
emilee.citra,Terimakasih Bpk. Presiden @jokowi & Ngarsa Dalem @sri_sultan_hamengkubuwono_x,Positif,01/03/21 20:45:55,,,
rudyhardhutagalung,"Semoga badai lekas berlalu ya pak Presiden kami, amin",Positif,01/03/21 21:22:44,,,
hasnanurazkadina,Kartasura kapan Pak?,Positif,01/03/21 21:41:12,,,
lispimelalestari,"Negara lain udah ngak ngurusin corona lagi  pak, negara kita masih aja sibuk ngurusin, surat sehat, antigen, swap, rapid dan vaksin + korupsi..",Negatif,01/03/21 21:48:58,,,
hendrasuryana8,TOLAK MIRAS,Negatif,01/03/21 21:51:11,,,
andrieprimasandi_,Semoga cepat sembuh Indonesia,Positif,01/03/21 21:54:51,,,
as_wirasakti,"Pak ijin bertanya, apabila sudah divaksin untuk berpergian mengunakan pesawat atau kereta api, perlu tidak ya pak melakukan rapid test/swab lagi?",Positif,01/03/21 21:58:30,,,
yusuf.setiawnpes20,BAGAIMANAPUN MANUSIA BILA PUNYA WIBAWA AKAN KELIATAN BERHARGA ...BILA TDK ADA WIBAWA MELIHATNYA PUN BIASA SAJA.,Negatif,01/03/21 22:11:32,,,
supriyadi211219,Gusur tanah Halal gk pak.. masa Tanah Dituker pake Kertas... kaya bisa ajh Bikin Tanah....,Negatif,01/03/21 22:38:20,,,
fajarfadilah_12,"Seolah2 miras jadi halal gtu pak, lol",Negatif,01/03/21 22:55:15,,,
dhitaapt,aku mau di vaksin pakk,Positif,01/03/21 23:00:17,,,
mohalisugiarto_,Setelah divaksin lu semua jangan sok sok an kebal,Negatif,01/03/21 23:05:38,,,
lam_fariz,Aku dm di bapak gak dibales jadi komen aja. kenapa pak harus di boleh investasi miras sekarang?kasik alasannya dong:),Negatif,01/03/21 23:33:35,,,
zull_wasdex_,Kalo miras halal gak pak??,Negatif,02/03/21 00:07:51,,,
ayaasioucie,"Assalamualaikum pak presiden tlg pk wisma atlet ditindak lanjuti jgn semena"" terhadap TKI .",Negatif,02/03/21 00:19:45,,,
atikc833,Sehat  sellu pak jokowi Semangat,Positif,02/03/21 00:31:46,,,
thaissilva1632,bohong dia,Negatif,02/03/21 00:54:36,,,
dafadzhda_,Pak Jokowi kalau buat warga biasa kapan aku udh bosen di rumah apa lagi aku pelajar Sangat jenuh @jokowi,Negatif,02/03/21 00:58:44,,,
hanifacook,"kalau miras dilegalkan di 4 daerah yang ditunjuk berarti nanti di 4 daerah itu kalau ada kejahatan akibat mabok berarti nggak kena hukum ya? kan miras legal? rusak-rusak. mikir cuma uangnya saja, jangka panjangnya nggak dipikir. :(",Negatif,02/03/21 01:23:46,,,
kyu.raaa,Sehat selalu pak,Positif,02/03/21 01:30:25,,,
sofyan_hakim_,Pak masa miras mau di legalkan...?,Negatif,02/03/21 01:41:35,,,
oddie_xien,"Hal yang paling aku takutin suntik vaksin adalah Jarum yg di gunakan berulang kali,  cmn itu aja yg gue takutin .. Semoga aja tip di pake di buang",Negatif,02/03/21 01:49:39,,,
minamina2544,sehat selalu presiden ku Aamiin,Positif,02/03/21 02:09:20,,,
toebagus20,JANGAN KECEWAKAN SEMUA RAKYAT MU SEMISIKIN MISKIN NYA UANG BUMN KITA JANGAN LH MENGHALALKAN SEGARA CARA DENGAN MEMBOLEHKAN INVESTASI MIRASSS  #TOLONG CABUT PRATURAN BAPAK,Negatif,02/03/21 02:12:30,,,
manuel_limbong,"Mantap pak, saya tunggu vaksin dari dr.terawann",Positif,02/03/21 02:14:15,,,
ghanditrikusuma_,"minum dulu pak, keselek ntar",Negatif,02/03/21 02:17:13,,,
cameliaashalina,"Kenapa para TKW yg ada di Taiwan pulang harus di pesulit degan biaya yg tidak sedikit harus tes kesehatan  pulang ,di Indonesia harus tes LG bayar peraturan ok gk pp tp tolong beban kita jgn di perbanyak degan tes lumayan mahal kita rakyat kecil pulang ke Indonesia di pesulit tolong degarkan keluh kesah kami ini kita itu TKW butuh dukugan, buat bapak Jokowi minta tolong ringankan beban kami pas pulang ke negara kami jgn di persulit",Negatif,02/03/21 02:18:25,,,
jasa_ramal_sketsa_dan_tarot,Indonesia sehat,Positif,02/03/21 02:34:00,,,
jasa_ramal_sketsa_dan_tarot,Mantap pak presiden,Positif,02/03/21 02:34:12,,,
renaldyda,aman dan halal,Positif,02/03/21 03:09:37,,,
amaliaputrihandayani23,BATALKAN MIRAS PAK..,Negatif,02/03/21 03:43:30,,,
adamrizki_99,bpk boong :(,Negatif,02/03/21 03:55:55,,,
rayhan_2025,Miras kok halal sih pak?,Negatif,02/03/21 03:56:44,,,
darwish_oko,Miras saja halal..apalagi vaksin...anjing kau presiden jokowi,Negatif,02/03/21 04:36:38,,,
lensapesona,Yang penting banget di vaksin itu  para koruptor pak. Vaksin moral biar jiwanya baik buat smua orang.,Negatif,02/03/21 04:46:22,,,
gusdarma.ariasaa,"Semoga vaksin benar2 aman, saya sayang keluarga saya",Positif,02/03/21 04:48:30,,,
adityaaaaar,"Pakde, saya kapan di vaksin??",Positif,02/03/21 05:19:43,,,
muhammadmustofa707,Bapa Jokowi presiden hebat hebat hebat hebat hebat kapan bisa ketemu bapa Jokowi presiden hebat hebat hebat hebat hebat aamiin,Positif,02/03/21 05:25:37,,,
rauda_khalisa,Saya gak mau di vaksin,Negatif,02/03/21 05:49:29,,,
boyongputro,Pak Jokowi... Purwokerto kapan vaksinnya?,Positif,02/03/21 06:03:52,,,
murhi_allan_sadewa,Miras juga halal pak,Negatif,02/03/21 06:04:32,,,
ipahhermawati,mudah mudahan vaksin halal ....janganlah lupa. dengan ikhtiar kita mendekat kan diri pada sang khalik ....,Positif,02/03/21 06:54:57,,,
ris.tobing,Bagus.,Positif,02/03/21 10:03:10,,,
